Date,Open,High,Low,Close,Adj Close,Volume,sid
2000-06-30,0.765625,0.862500011920929,0.53125,0.606249988079071,0.4954191744327545,95540000,54
2000-07-03,0.612500011920929,0.668749988079071,0.6109380125999451,0.6499999761581421,0.5311709046363831,9654000,54
2000-07-05,0.6625000238418579,0.6875,0.637499988079071,0.65625,0.5362783074378967,8202000,54
2000-07-06,0.671875,0.7406250238418579,0.65625,0.737500011920929,0.6026747226715088,8446000,54
2000-07-07,0.7437499761581421,0.7562500238418579,0.6875,0.6937500238418579,0.5669227838516235,4748000,54
2000-07-10,0.6968749761581421,0.699999988079071,0.668749988079071,0.671875,0.5490469336509705,4172000,54
2000-07-11,0.6640629768371582,0.6640629768371582,0.59375,0.6000000238418579,0.4903117418289184,6186000,54
2000-07-12,0.609375,0.643750011920929,0.606249988079071,0.625,0.5107412338256836,2454000,54
2000-07-13,0.637499988079071,0.643750011920929,0.5718749761581421,0.574999988079071,0.4698821306228637,6010000,54
2000-07-14,0.5687500238418579,0.581250011920929,0.5406249761581421,0.546875,0.4468987882137298,6308000,54
2000-07-17,0.534375011920929,0.5375000238418579,0.46875,0.4749999940395355,0.3881633877754211,7264000,54
2000-07-18,0.4796879887580871,0.5062500238418579,0.4093750119209289,0.4124999940395355,0.3370892703533172,7556000,54
2000-07-19,0.418749988079071,0.4375,0.4093750119209289,0.4156250059604645,0.3396429717540741,2886000,54
2000-07-20,0.4093750119209289,0.4375,0.4093750119209289,0.4375,0.3575189709663391,2390000,54
2000-07-21,0.4617190062999725,0.4937500059604645,0.4375,0.46875,0.3830560445785522,6068000,54
2000-07-24,0.46875,0.46875,0.40625,0.418749988079071,0.3421967029571533,2786000,54
2000-07-25,0.40625,0.4093750119209289,0.3812499940395355,0.3859379887580871,0.3153831660747528,3162000,54
2000-07-26,0.375,0.3812499940395355,0.324999988079071,0.3375000059604645,0.2758002877235412,4940000,54
2000-07-27,0.3187499940395355,0.3375000059604645,0.28125,0.296875,0.24260213971138,3564000,54
2000-07-28,0.3000000119209289,0.3000000119209289,0.2374999970197677,0.293749988079071,0.2400484532117843,8902000,54
2000-07-31,0.280469000339508,0.3218750059604645,0.25,0.3031249940395355,0.2477095872163772,6476000,54
2000-08-01,0.3187499940395355,0.3187499940395355,0.2906250059604645,0.3000000119209289,0.2451558709144592,2380000,54
2000-08-02,0.2874999940395355,0.3125,0.278124988079071,0.293749988079071,0.2400484532117843,2540000,54
2000-08-03,0.293749988079071,0.2953130006790161,0.278124988079071,0.2906250059604645,0.2374947071075439,1790000,54
2000-08-04,0.3000000119209289,0.3000000119209289,0.28125,0.2906250059604645,0.2374947071075439,1170000,54
2000-08-07,0.2890630066394806,0.296875,0.278124988079071,0.2906250059604645,0.2374947071075439,716000,54
2000-08-08,0.3062500059604645,0.309374988079071,0.2906250059604645,0.2906250059604645,0.2374947071075439,1502000,54
